Total Jobs,Data Analyst Jobs,Junior Data Analyst Jobs,Middle Data Analyst Jobs,Senior Data Analyst Jobs,Jobs with Salary Information,Lowest Annual Salary,Highest Annual Salary,Average Salary
4230,239,10,167,62,21,48000,187200,85107
