Total Jobs,Data Analyst Jobs,Junior Data Analyst Jobs,Middle Data Analyst Jobs,Senior Data Analyst Jobs,Jobs with Salary Information,Lowest Annual Salary,Highest Annual Salary,Average Salary
3752,223,11,157,55,17,55000,187200,89511
